,Unnamed: 0,record_date,avg_outflow,Unnamed: 0,record_date,avg_inflow,feeder1_kwh,feeder2_kwh,Ammonia_mg_L_1,BOD_mg_L_1,COD_mg_L_1,Nitrogentotal_mg_L_1,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day,record_date
122,122,2009-03-05,3.1666565217391307,122,2009-03-05,3.689178260869565,181190,118702,32.0,310.0,620.0,58.03641,8.7,14.6,4.9,0.0,72,2.79,51.8,26.3,53.5,75.9,2014,6,23,23-05-2014
123,123,2009-04-05,3.0108739130434783,123,2009-04-05,3.5527434782608696,186004,111798,24.0,308.0,616.0,56.79985,10.6,13.6,4.1,0.0,70,0.0,0.0,32.8,74.1,103.5,2014,6,24,24-05-2014
124,124,2009-05-05,3.122395652173913,124,2009-05-05,3.385613043478261,191675,111849,42.0,568.5,1137.0,68.18319,12.7,15.3,7.7,0.0,66,0.25,0.0,29.1,44.6,66.5,2014,6,25,25-05-2014
125,125,2009-06-05,2.959613043478261,125,2009-06-05,3.3062652173913043,195431,121417,43.0,360.0,720.0,60.785830000000004,11.8,15.0,6.7,0.0,66,0.0,0.0,27.4,51.9,70.6,2014,6,26,26-05-2014
126,126,2009-07-05,3.012134782608696,126,2009-07-05,3.5860913043478257,162375,112607,39.0,367.5,735.0,60.98073,7.5,11.7,5.0,0.0,52,5.59,512.0,22.8,35.2,51.9,2014,6,29,29-05-2014
127,127,2009-08-05,3.2277869565217383,127,2009-08-05,3.3857869565217387,165430,115985,33.0,360.0,774.0,60.75761,9.7,12.3,4.8,0.0,50,0.51,51.8,19.8,33.5,0.0,2014,6,30,30-05-2014
128,128,2009-09-05,3.0179608695652176,128,2009-09-05,3.3191782608695664,170110,121885,44.0,347.5,695.0,61.53329,11.1,12.0,7.4,0.0,75,0.0,10.0,16.9,25.9,0.0,2014,7,1,01-07-2014
129,129,2009-10-05,3.4132652173913045,129,2009-10-05,3.6057,144286,115753,40.0,367.5,735.0,61.540690000000005,10.6,15.8,5.5,0.0,68,0.0,10.0,20.4,42.4,0.0,2014,7,2,02-07-2014
130,130,2009-11-05,3.014960869565218,130,2009-11-05,3.528960869565218,149753,124621,39.0,380.5,761.0,61.540690000000005,8.7,12.0,5.4,0.0,82,0.0,10.0,35.9,53.5,63.0,2014,7,3,03-07-2014
131,131,2009-12-05,3.0136130434782618,131,2009-12-05,3.424352173913044,154263,123324,35.0,290.0,580.0,55.9458,9.2,13.2,3.9,0.0,86,0.25,10.9,16.7,31.7,0.0,2014,7,6,06-07-2014
132,132,2009-05-13,3.029221739130435,132,2009-05-13,3.283395652173913,160142,115726,36.0,367.0,734.0,60.66186,10.4,15.3,3.1,0.0,74,0.0,10.0,33.0,50.0,68.3,2014,7,7,07-07-2014
133,133,2009-05-14,2.714700000000001,133,2009-05-14,3.3060913043478264,160112,119821,33.0,410.0,737.0,50.0,10.9,13.6,7.9,0.0,67,0.0,10.0,43.5,68.3,85.2,2014,7,8,08-07-2014
134,134,2009-05-15,3.275395652173913,134,2009-05-15,3.3087,180199,131374,37.0,255.0,510.0,57.990230000000004,7.7,12.2,4.8,0.0,84,8.13,9.5,18.3,40.7,0.0,2014,7,9,09-07-2014
135,135,2009-05-16,3.0108304347826094,135,2009-05-16,3.3306565217391317,172978,132117,49.0,250.0,500.0,58.52576,8.9,13.5,4.2,0.0,80,0.0,10.0,26.1,38.9,55.4,2014,7,10,10-07-2014
136,136,2009-05-17,3.009830434782609,136,2009-05-17,3.524569565217392,168645,118220,39.0,277.0,554.0,58.616440000000004,11.1,13.0,3.2,0.0,67,0.0,10.0,17.2,22.2,0.0,2014,7,13,13-07-2014
137,137,2009-05-18,3.0162217391304345,137,2009-05-18,3.3887000000000005,189551,123356,40.0,307.5,615.0,58.61671,9.2,12.4,6.6,0.0,72,0.0,10.0,16.5,37.0,0.0,2014,7,14,14-07-2014
138,138,2009-05-19,3.3329173913043477,138,2009-05-19,3.403178260869566,171066,136431,39.0,300.0,600.0,58.616440000000004,10.0,11.6,6.8,0.0,78,0.51,10.0,22.6,38.9,57.6,2014,7,15,15-07-2014
139,139,2009-05-20,3.0211347826086965,139,2009-05-20,3.3773086956521747,129914,126885,31.0,250.0,586.0,54.63033000000001,10.4,13.8,7.0,0.0,73,0.0,10.0,27.0,38.9,57.6,2014,7,16,16-07-2014
140,140,2009-05-21,3.0118304347826097,140,2009-05-21,3.4027434782608688,116899,102251,38.0,337.5,675.0,60.99138000000001,7.2,11.8,4.5,0.0,70,3.81,10.0,27.2,57.6,0.0,2014,7,17,17-07-2014
141,141,2009-05-22,3.0151347826086963,141,2009-05-22,3.342917391304348,145633,127396,37.0,372.5,745.0,61.03273000000001,7.6,12.8,4.0,0.0,87,0.0,10.0,8.3,18.3,0.0,2014,7,20,20-07-2014
142,142,2009-05-23,3.008960869565217,142,2009-05-23,3.3452652173913044,199581,142958,31.0,382.5,765.0,60.405919999999995,7.3,13.4,3.0,0.0,86,0.25,6.9,8.9,14.8,0.0,2014,7,21,21-07-2014
143,143,2009-05-24,3.278439130434782,143,2009-05-24,3.571265217391305,209348,145175,40.0,370.0,740.0,60.62904,5.0,10.1,0.0,0.0,97,0.0,4.7,7.8,14.8,0.0,2014,7,22,22-07-2014
144,144,2009-05-25,3.0130913043478267,144,2009-05-25,3.459917391304349,205474,146656,40.0,420.0,840.0,62.25736,8.6,12.4,-0.4,0.0,78,0.0,0.0,16.5,29.4,0.0,2014,7,23,23-07-2014
145,145,2009-05-26,2.988178260869565,145,2009-05-26,3.5350478260869562,187344,152637,39.0,430.0,920.0,46.0,11.3,14.0,4.3,0.0,76,0.0,10.0,24.4,35.2,53.5,2014,7,24,24-07-2014
146,146,2009-05-27,3.0028739130434787,146,2009-05-27,3.43778695652174,210301,156570,35.0,306.5,613.0,56.089169999999996,11.3,16.4,5.4,0.0,71,0.0,10.0,29.4,50.0,57.6,2014,7,27,27-07-2014
147,147,2009-05-28,3.1697434782608696,147,2009-05-28,3.439569565217391,179120,136415,33.0,325.0,650.0,61.39638000000001,12.2,16.2,7.5,0.0,67,0.25,10.0,32.8,46.5,51.9,2014,7,28,28-07-2014
148,148,2009-05-29,3.3257000000000008,148,2009-05-29,3.4835695652173917,170266,122006,31.0,341.5,683.0,61.39638000000001,13.8,16.0,9.1,0.0,71,0.0,10.0,29.1,48.2,55.4,2014,7,29,29-07-2014
149,149,2009-05-30,3.0298739130434784,149,2009-05-30,3.4306565217391305,170957,129351,36.0,350.0,779.0,61.39638000000001,14.8,18.0,10.2,0.0,63,0.0,10.0,30.6,55.4,74.1,2014,7,30,30-07-2014
150,150,2009-05-31,3.2636130434782618,150,2009-05-31,3.492352173913043,183819,131943,29.0,373.0,746.0,60.562709999999996,9.1,18.6,4.0,0.0,62,6.1,9.2,33.3,53.5,88.9,2014,7,31,31-07-2014
151,151,2009-01-06,3.052526086956522,151,2009-01-06,3.4665260869565206,138760,91839,35.0,279.0,558.0,55.9458,6.6,13.8,0.0,0.0,57,0.0,10.0,18.5,25.9,0.0,2014,8,3,03-08-2014
152,152,2009-02-06,1.6063956521739131,152,2009-02-06,3.280091304347826,200546,122356,36.0,369.0,738.0,60.60082,8.8,14.1,1.4,0.0,55,0.0,9.7,16.1,25.9,0.0,2014,8,4,04-08-2014
153,153,2009-03-06,3.3539608695652183,153,2009-03-06,3.174743478260869,185400,137913,37.0,340.0,706.0,57.0,12.3,15.8,4.5,0.0,62,0.0,10.0,13.5,24.1,0.0,2014,8,5,05-08-2014
154,154,2009-04-06,3.0973086956521745,154,2009-04-06,3.6131347826086953,185287,134467,39.0,344.5,689.0,61.53329,10.2,15.3,7.6,0.0,78,0.51,9.7,14.3,22.2,0.0,2014,8,6,06-08-2014
155,155,2009-05-06,3.0490913043478254,155,2009-05-06,3.485960869565217,187684,138059,34.0,352.5,705.0,61.23959,10.8,12.8,10.0,0.0,83,0.51,1.5,13.0,22.2,0.0,2014,8,7,07-08-2014
156,156,2009-06-06,3.0483086956521737,156,2009-06-06,3.3466130434782606,155767,130062,33.0,368.5,737.0,60.66186,10.2,15.3,6.7,0.0,62,0.0,10.0,21.5,40.7,0.0,2014,8,8,08-08-2014
157,157,2009-07-06,3.2194826086956523,157,2009-07-06,3.416178260869565,181157,125499,37.0,336.5,673.0,60.562709999999996,6.4,12.3,3.8,0.0,79,5.33,10.0,18.9,40.7,57.6,2014,8,10,10-08-2014
158,158,2009-08-06,3.0254826086956514,158,2009-08-06,3.3264391304347827,194529,132102,30.0,310.0,631.0,59.84865,6.6,11.1,3.1,0.0,79,0.0,10.0,11.9,27.8,0.0,2014,8,11,11-08-2014
159,159,2009-09-06,3.37065652173913,159,2009-09-06,4.007439130434783,211997,150231,27.0,390.0,780.0,58.612080000000006,8.2,11.5,3.3,0.0,85,0.0,10.0,10.7,22.2,0.0,2014,8,12,12-08-2014
160,160,2009-10-06,3.7373956521739133,160,2009-10-06,4.389047826086957,199241,146981,25.0,309.0,618.0,56.76406,10.0,13.5,6.4,0.0,80,0.51,9.8,10.2,24.1,0.0,2014,8,13,13-08-2014
161,161,2009-11-06,4.558178260869566,161,2009-11-06,4.834134782608695,128581,91369,25.0,311.0,622.0,56.89188000000001,7.3,14.5,2.5,0.0,78,0.0,10.0,10.6,18.3,0.0,2014,8,14,14-08-2014
162,162,2009-12-06,3.5757869565217404,162,2009-12-06,4.07578695652174,166130,164584,32.0,240.0,734.0,55.0,10.9,14.0,7.3,0.0,75,0.0,10.0,22.6,33.5,0.0,2014,8,17,17-08-2014
163,163,2009-06-13,3.399004347826088,163,2009-06-13,3.6476565217391306,181864,167875,36.0,424.0,848.0,63.09101999999999,10.3,12.7,8.2,0.0,88,3.81,9.7,18.0,27.8,0.0,2014,8,18,18-08-2014
164,164,2009-06-14,3.3518739130434785,164,2009-06-14,3.577134782608697,168217,155345,24.0,355.0,710.0,59.44575,9.9,12.0,8.0,0.0,70,0.0,10.0,14.8,24.1,0.0,2014,8,19,19-08-2014
165,165,2009-06-15,3.3198739130434785,165,2009-06-15,3.686613043478261,175329,143493,25.0,478.5,957.0,63.64321999999999,9.5,12.4,5.8,0.0,75,0.0,10.0,11.1,18.3,0.0,2014,8,20,20-08-2014
166,166,2009-06-16,3.0250478260869564,166,2009-06-16,3.5302217391304347,190566,151347,22.0,385.0,770.0,58.612080000000006,10.8,17.0,5.5,0.0,73,0.0,10.0,17.6,27.8,0.0,2014,8,21,21-08-2014
167,167,2009-06-17,3.05165652173913,167,2009-06-17,3.2610913043478265,186012,155464,30.0,320.0,640.0,60.68232,11.7,15.5,7.7,0.0,70,0.51,10.0,16.5,25.9,0.0,2014,8,24,24-08-2014
168,168,2009-06-18,3.048221739130436,168,2009-06-18,3.574091304347826,188601,145000,25.0,280.0,661.0,59.44575,10.6,15.1,7.8,0.0,91,2.79,6.9,12.6,24.1,0.0,2014,8,25,25-08-2014
169,169,2009-06-19,3.0406130434782614,169,2009-06-19,3.455265217391304,170811,135177,35.0,342.5,685.0,60.405919999999995,10.9,17.7,5.0,0.0,80,0.25,10.0,10.4,22.2,0.0,2014,8,26,26-08-2014
170,170,2009-06-20,3.207134782608696,170,2009-06-20,3.4429608695652183,166578,138406,31.0,509.5,1019.0,63.64321999999999,10.1,19.0,2.7,0.0,76,0.0,8.0,8.0,18.3,0.0,2014,8,27,27-08-2014
171,171,2009-06-21,3.210221739130435,171,2009-06-21,3.551526086956521,146276,107431,38.0,400.0,800.0,61.03273000000001,11.3,20.3,2.3,0.0,70,0.0,5.5,7.2,18.3,0.0,2014,8,28,28-08-2014
172,172,2009-06-22,3.0614391304347834,172,2009-06-22,3.4717,173285,142904,33.0,335.0,670.0,61.591280000000005,16.2,21.0,9.9,0.0,49,0.0,0.0,37.0,51.9,74.1,2014,8,31,31-08-2014
173,173,2009-06-23,3.067830434782609,173,2009-06-23,3.357352173913043,168112,128100,22.0,387.5,775.0,59.44575,9.7,15.9,7.0,0.0,84,8.89,9.7,16.5,27.8,0.0,2014,9,1,01-09-2014
174,174,2009-06-24,3.2042652173913035,174,2009-06-24,3.4217869565217383,168623,129660,42.0,400.0,680.0,56.0,8.6,13.8,4.9,0.0,76,1.52,10.0,20.9,38.9,53.5,2014,9,2,02-09-2014
175,175,2009-06-25,3.090482608695653,175,2009-06-25,3.418830434782608,159694,133681,36.0,343.5,687.0,60.505069999999996,7.7,13.1,2.0,0.0,74,0.0,10.0,11.7,22.2,0.0,2014,9,3,03-09-2014
176,176,2009-06-26,3.0495260869565217,176,2009-06-26,3.528047826086956,151547,130183,36.0,412.5,825.0,61.03273000000001,9.1,14.6,1.7,0.0,78,0.0,10.0,11.7,22.2,0.0,2014,9,4,04-09-2014
177,177,2009-06-27,3.3188304347826088,177,2009-06-27,3.396308695652174,154963,139547,35.0,345.0,690.0,60.856759999999994,13.6,19.8,4.7,0.0,56,0.0,10.0,22.6,50.0,63.0,2014,9,7,07-09-2014
178,178,2009-06-28,3.160178260869565,178,2009-06-28,3.550960869565218,148427,87231,42.0,452.5,905.0,63.93103000000001,17.2,21.2,8.2,0.0,50,0.0,10.0,46.9,64.8,92.4,2014,9,8,08-09-2014
179,179,2009-06-29,3.1517434782608693,179,2009-06-29,3.495786956521739,164324,117305,35.0,625.0,1250.0,68.18319,12.9,19.6,8.0,0.0,79,12.95,9.7,22.4,59.4,79.5,2014,9,9,09-09-2014
180,180,2009-06-30,3.14874347826087,180,2009-06-30,3.664265217391306,144697,96135,32.0,380.0,955.0,63.88533,14.4,18.0,7.4,0.0,57,3.81,9.3,24.3,33.5,50.0,2014,9,10,10-09-2014
181,181,2009-01-07,3.2510913043478267,181,2009-01-07,3.5372217391304352,160463,121679,37.0,475.0,950.0,63.64321999999999,9.3,15.4,4.0,0.0,68,0.0,10.0,19.8,38.9,50.0,2014,9,11,11-09-2014
182,182,2009-02-07,3.2564391304347837,182,2009-02-07,3.8276130434782614,155070,109185,27.0,330.0,660.0,58.71123000000001,8.3,14.1,2.9,0.0,74,0.0,10.0,9.1,16.5,0.0,2014,9,14,14-09-2014
183,183,2009-03-07,3.603960869565218,183,2009-03-07,4.175569565217391,169483,117875,34.0,425.0,850.0,62.25736,13.3,18.1,6.4,0.0,79,0.0,9.2,14.1,24.1,0.0,2014,9,15,15-09-2014
184,184,2009-04-07,3.9081782608695663,184,2009-04-07,4.724047826086958,173037,122146,30.0,410.0,820.0,61.23959,10.4,14.0,6.9,0.0,82,2.03,9.2,17.0,31.7,59.4,2014,9,16,16-09-2014
185,185,2009-05-07,4.2017000000000015,185,2009-05-07,4.354917391304348,192902,129263,37.0,360.0,940.0,62.47855,16.5,26.0,6.6,0.0,62,1.52,10.0,28.9,57.6,74.1,2014,10,6,06-10-2014
186,186,2009-06-07,3.76752608695652,186,2009-06-07,4.259917391304347,190603,141112,33.0,382.5,765.0,60.562709999999996,11.3,16.9,6.7,0.0,64,0.25,10.0,20.0,38.9,48.2,2014,10,7,07-10-2014
187,187,2009-07-07,3.459047826086956,187,2009-07-07,3.9984826086956526,181078,129457,38.0,386.5,773.0,60.405919999999995,12.8,19.8,6.5,0.0,70,0.25,10.0,13.5,24.1,0.0,2014,10,8,08-10-2014
188,188,2009-08-07,3.8965260869565226,188,2009-08-07,3.6736565217391295,174066,125510,31.0,387.5,775.0,61.591280000000005,17.3,23.5,7.4,0.0,48,0.0,0.0,21.1,44.6,0.0,2014,10,9,09-10-2014
189,189,2009-09-07,3.0027434782608697,189,2009-09-07,3.686134782608697,153262,103954,39.0,370.0,681.0,61.0,16.5,31.3,6.9,0.0,55,2.03,10.3,21.3,35.2,51.9,2014,10,12,12-10-2014
190,190,2009-10-07,3.1791782608695653,190,2009-10-07,3.769265217391305,166706,99722,39.0,375.0,750.0,61.74755,10.2,15.6,7.6,0.0,67,7.11,10.0,28.0,44.6,63.0,2014,10,13,13-10-2014
191,191,2009-11-07,3.270569565217392,191,2009-11-07,3.60478695652174,160207,102892,34.0,325.0,650.0,60.66186,9.6,15.6,4.6,0.0,61,0.0,10.0,22.0,42.4,55.4,2014,10,14,14-10-2014
192,192,2009-12-07,3.322004347826087,192,2009-12-07,3.9918739130434777,144016,108658,25.0,350.0,700.0,59.2389,11.4,15.7,4.3,0.0,64,0.0,10.0,15.4,27.8,0.0,2014,10,15,15-10-2014
193,193,2009-07-13,3.3306130434782624,193,2009-07-13,3.759265217391304,128087,109328,25.0,348.5,697.0,60.072559999999996,11.3,15.9,7.0,0.0,71,1.27,9.8,15.7,27.8,0.0,2014,10,16,16-10-2014
194,194,2009-07-14,3.59065652173913,194,2009-07-14,4.061656521739131,136718,107417,42.0,355.0,710.0,62.56926,15.8,28.2,9.0,0.0,55,0.0,10.0,28.9,48.2,68.3,2014,10,19,19-10-2014
195,195,2009-07-15,3.7276130434782617,195,2009-07-15,3.5332652173913037,141031,101676,41.0,280.0,995.0,63.05166,12.7,21.0,5.5,0.0,59,0.0,0.0,19.1,33.5,53.5,2014,10,20,20-10-2014
196,196,2009-07-16,3.0934826086956515,196,2009-07-16,4.0715260869565215,148217,111552,51.0,414.5,829.0,63.006209999999996,21.0,27.6,5.0,0.0,48,0.0,0.0,27.6,57.6,72.2,2014,10,21,21-10-2014
197,197,2009-07-17,3.531352173913044,197,2009-07-17,3.9151782608695656,131458,114374,52.0,422.5,845.0,64.84884,20.8,31.3,13.7,0.0,56,0.0,8.2,22.8,46.5,0.0,2014,10,22,22-10-2014
198,198,2009-07-18,3.4833956521739124,198,2009-07-18,3.5954391304347824,137541,110904,48.0,370.0,740.0,62.24631,16.1,26.0,13.0,0.0,81,0.0,9.0,13.1,33.5,46.5,2014,10,23,23-10-2014
199,199,2009-07-19,3.357004347826087,199,2009-07-19,3.6605260869565215,157800,125643,29.0,407.5,815.0,61.690430000000006,19.2,25.2,11.5,0.0,52,16.51,9.5,21.5,42.4,63.0,2014,10,26,26-10-2014
200,200,2009-07-20,3.330091304347825,200,2009-07-20,3.583265217391304,188942,116310,24.0,310.0,620.0,57.28099,13.1,25.2,8.0,0.0,55,0.76,10.0,26.1,50.0,68.3,2014,10,27,27-10-2014
201,201,2009-07-21,3.2669173913043483,201,2009-07-21,3.5897,162302,125249,34.0,360.0,735.0,64.0,13.6,20.0,8.0,0.0,62,0.51,10.9,21.1,38.9,55.4,2014,10,28,28-10-2014
202,202,2009-07-22,3.039439130434783,202,2009-07-22,3.515873913043478,69613,100329,40.0,421.0,842.0,63.72854,15.6,23.0,7.7,0.0,64,0.0,10.0,10.7,27.8,0.0,2014,10,29,29-10-2014
203,203,2009-07-23,3.939265217391304,203,2009-07-23,4.497917391304347,107775,155984,41.0,412.5,825.0,61.891380000000005,14.7,24.0,8.0,0.0,65,0.0,10.0,14.4,29.4,0.0,2014,10,30,30-10-2014
204,204,2009-07-24,4.37765652173913,204,2009-07-24,4.4144391304347845,148252,123777,38.0,327.5,655.0,61.03273000000001,11.2,17.0,6.7,0.0,65,0.0,10.0,15.7,31.7,46.5,2014,11,2,02-11-2014
205,205,2009-07-25,3.455134782608695,205,2009-07-25,3.637613043478261,147308,125522,26.0,305.0,610.0,53.63629,18.4,29.3,10.4,0.0,37,0.0,10.0,28.9,42.4,57.6,2014,11,4,04-11-2014
206,206,2009-07-26,3.3975695652173923,206,2009-07-26,3.7087434782608697,159970,85880,32.0,260.0,655.0,61.33874,12.3,18.2,7.0,0.0,60,0.0,10.0,19.1,31.7,48.2,2014,11,5,05-11-2014
207,207,2009-07-27,3.0570043478260867,207,2009-07-27,3.809308695652174,152044,131373,48.0,370.0,740.0,62.41246999999999,16.1,27.0,7.3,0.0,50,0.0,10.0,14.8,31.7,0.0,2014,11,6,06-11-2014
208,208,2009-07-28,3.4298739130434783,208,2009-07-28,3.639178260869565,136112,85884,39.0,370.0,740.0,62.217569999999995,13.9,19.9,8.0,0.0,61,0.0,10.0,18.9,29.4,57.6,2014,11,9,09-11-2014
209,209,2009-07-29,3.3130478260869576,209,2009-07-29,3.472178260869565,153635,103633,28.0,350.0,700.0,60.42425,14.3,20.5,8.3,0.0,57,0.0,10.0,23.0,35.2,53.5,2014,11,10,10-11-2014
210,210,2009-07-30,3.1147000000000005,210,2009-07-30,3.4748304347826084,168402,109058,28.0,365.0,730.0,58.612080000000006,12.0,18.3,5.9,0.0,63,0.0,10.0,15.4,27.8,0.0,2014,11,11,11-11-2014
211,211,2009-07-31,3.752091304347826,211,2009-07-31,4.458221739130434,145568,96129,26.0,455.0,910.0,62.940569999999994,16.9,27.4,5.0,0.0,53,0.0,0.0,12.2,27.8,0.0,2014,11,12,12-11-2014
212,212,2009-01-08,3.746482608695653,212,2009-01-08,3.867960869565217,147791,102266,40.0,350.0,715.0,54.0,27.2,33.4,18.9,0.0,20,0.0,0.0,20.2,37.0,61.1,2014,11,13,13-11-2014
213,213,2009-02-08,3.4376130434782617,213,2009-02-08,3.813743478260871,161058,104421,21.0,216.0,432.0,53.052780000000006,14.5,20.2,10.1,0.0,62,0.51,10.0,20.9,35.2,50.0,2014,11,16,16-11-2014
214,214,2009-03-08,3.4000478260869564,214,2009-03-08,3.749830434782609,135344,88882,37.0,335.0,670.0,62.02319,14.1,21.2,8.0,0.0,59,0.25,10.0,18.3,37.0,51.9,2014,11,17,17-11-2014
215,215,2009-04-08,2.529395652173913,215,2009-04-08,3.749178260869565,140566,110284,41.0,412.5,825.0,62.217569999999995,15.1,20.2,7.3,0.0,63,0.0,10.0,14.3,25.9,0.0,2014,11,18,18-11-2014
216,216,2009-05-08,3.5420043478260874,216,2009-05-08,3.93774347826087,142350,106889,48.0,430.0,840.0,63.88533,23.5,29.0,9.6,0.0,26,0.0,0.0,26.3,59.4,75.9,2014,11,19,19-11-2014
217,217,2009-06-08,3.826569565217392,217,2009-06-08,4.170221739130435,150216,116472,44.0,350.0,700.0,63.520759999999996,20.9,31.2,15.0,0.0,55,0.0,10.0,23.3,44.6,51.9,2014,11,20,20-11-2014
218,218,2009-07-08,3.619830434782609,218,2009-07-08,3.992004347826087,0,116638,34.0,267.5,535.0,55.50583,18.2,25.7,12.0,0.0,64,0.0,10.0,15.4,46.5,53.5,2014,11,23,23-11-2014
219,219,2009-08-08,3.994308695652175,219,2009-08-08,4.050395652173914,145166,109568,33.0,360.0,720.0,62.02319,13.7,22.8,8.6,0.0,80,4.57,10.0,19.4,42.4,61.1,2014,11,24,24-11-2014
220,220,2009-09-08,3.846352173913045,220,2009-09-08,3.888917391304348,151399,109626,35.0,360.0,600.0,54.0,14.7,21.6,8.5,0.0,55,0.0,10.0,18.5,29.4,46.5,2014,11,25,25-11-2014
221,221,2009-10-08,3.216265217391304,221,2009-10-08,3.628221739130435,153280,116705,37.0,380.0,760.0,61.8664,14.1,18.0,8.5,0.0,64,0.0,9.7,16.9,27.8,0.0,2014,11,26,26-11-2014
222,222,2009-11-08,3.3656565217391305,222,2009-11-08,3.788482608695652,169610,108946,25.0,415.0,830.0,63.15543,14.0,18.8,10.0,0.0,67,0.0,10.0,15.4,29.4,0.0,2014,11,27,27-11-2014
223,223,2009-12-08,3.6443521739130422,223,2009-12-08,3.852134782608696,160047,110628,41.0,347.0,694.0,62.86505,28.1,35.0,14.2,0.0,37,0.0,10.0,29.6,64.8,66.5,2014,11,30,30-11-2014
224,224,2009-08-13,3.4237869565217385,224,2009-08-13,3.745352173913043,157953,105120,34.0,320.0,640.0,60.93826,19.7,28.7,15.0,0.0,72,0.51,10.0,14.4,33.5,0.0,2014,12,1,01-11-2014
225,225,2009-08-14,3.4887000000000006,225,2009-08-14,3.75861304347826,143670,111118,40.0,755.0,1510.0,68.18319,19.1,27.2,14.7,0.0,68,0.0,10.0,14.6,29.4,0.0,2014,12,2,02-11-2014
226,226,2009-08-15,3.485221739130435,226,2009-08-15,3.763439130434784,168294,90574,50.0,472.5,945.0,64.47689,18.6,23.2,15.2,0.0,84,10.92,8.4,15.2,29.4,0.0,2014,12,3,03-11-2014
227,227,2009-08-16,2.877613043478261,227,2009-08-16,3.743743478260869,164268,118874,42.0,290.0,775.0,61.53329,20.5,26.0,16.0,0.0,74,0.25,9.8,17.8,25.9,0.0,2014,12,4,04-11-2014
228,228,2009-08-17,3.798917391304348,228,2009-08-17,4.0327,167857,102739,22.0,380.5,761.0,59.44575,15.2,17.3,13.2,0.0,88,0.76,9.0,15.6,27.8,0.0,2014,12,7,07-11-2014
229,229,2009-08-18,3.5059608695652167,229,2009-08-18,3.520004347826088,156809,69698,28.0,340.0,680.0,59.5449,16.2,20.1,13.9,0.0,72,0.0,10.0,17.2,25.9,0.0,2014,12,8,08-11-2014
230,230,2009-08-19,2.7404826086956517,230,2009-08-19,2.8544391304347827,158366,104530,30.0,420.0,840.0,63.136480000000006,15.5,21.5,10.9,1015.7,71,0.0,16.3,11.6,20.6,0.0,2014,12,9,09-11-2014
231,231,2009-08-20,3.7793956521739127,231,2009-08-20,4.215482608695652,143088,106037,30.0,290.0,760.0,69.0,17.1,20.3,10.7,0.0,50,0.51,9.8,19.4,31.7,48.2,2014,12,10,10-11-2014
232,232,2009-08-21,3.861221739130435,232,2009-08-21,4.3262217391304345,153676,117549,36.0,442.5,885.0,63.885580000000004,16.6,20.7,13.8,0.0,76,0.25,10.0,23.2,40.7,0.0,2014,12,11,11-11-2014
233,233,2009-08-22,3.7466565217391303,233,2009-08-22,3.9323086956521744,82205,121121,35.0,385.0,770.0,61.66826,18.8,26.9,14.0,0.0,66,0.0,10.0,15.4,29.4,0.0,2014,12,14,14-11-2014
234,234,2009-08-23,3.688439130434783,234,2009-08-23,3.939004347826087,133809,101268,34.0,380.0,760.0,61.8664,18.6,25.1,13.5,0.0,74,0.0,9.0,13.1,24.1,0.0,2014,12,15,15-11-2014
235,235,2009-08-24,3.237830434782609,235,2009-08-24,3.6353086956521743,151871,118781,34.0,420.0,1130.0,67.31497,18.4,33.6,8.7,0.0,35,0.0,10.0,28.3,64.8,85.2,2014,12,16,16-11-2014
236,236,2009-08-25,3.4290043478260865,236,2009-08-25,4.027178260869566,139623,107679,34.0,533.5,1067.0,64.95329,15.9,23.0,8.5,0.0,48,0.0,0.0,16.1,29.4,0.0,2014,12,17,17-11-2014
237,237,2009-08-26,4.892960869565216,237,2009-08-26,5.120743478260871,122011,107576,30.0,460.0,920.0,63.93103000000001,15.0,24.4,9.0,0.0,61,1.78,9.8,21.7,61.1,63.0,2014,12,18,18-11-2014
238,238,2009-08-27,3.598091304347826,238,2009-08-27,4.028004347826086,158248,112936,34.0,290.0,755.0,60.0,23.2,33.3,10.6,0.0,47,0.0,9.8,14.3,35.2,0.0,2014,12,21,21-11-2014
239,239,2009-08-28,3.4180043478260878,239,2009-08-28,3.734786956521739,168579,97679,34.0,405.0,810.0,61.23959,22.7,26.0,15.8,0.0,67,0.51,10.0,9.4,22.2,0.0,2014,12,22,22-11-2014
240,240,2009-08-29,3.257482608695653,240,2009-08-29,3.5523086956521737,155963,101613,25.0,415.0,830.0,63.200880000000005,17.9,28.7,10.0,0.0,67,0.0,9.8,18.5,31.7,0.0,2014,12,23,23-11-2014
241,241,2009-08-30,3.2686130434782608,241,2009-08-30,4.050352173913042,153215,92797,30.0,345.0,690.0,62.0613,14.1,19.9,7.9,0.0,57,0.0,10.0,17.2,31.7,50.0,2014,12,26,26-11-2014
242,242,2009-08-31,3.060482608695652,242,2009-08-31,3.7435260869565217,137133,85245,34.0,370.0,680.0,63.227059999999994,24.1,33.4,10.7,0.0,32,0.0,0.0,16.7,35.2,51.9,2014,12,28,28-11-2014
243,243,2009-01-09,3.8475260869565218,243,2009-01-09,3.9843956521739132,110675,75926,34.0,415.0,830.0,63.88533,16.6,28.6,10.6,0.0,48,1.02,10.0,27.8,53.5,79.5,2014,12,29,29-11-2014
